Site,DateTime,Q,day,fDOM.QSU,nitrateuM,SpCond.µS.cm,Turbidity.FNU
FRCH,2020-06-12T04:15:00Z,440.14107664415496,2020-06-11T08:00:00Z,45.837272727272726,34.34857142857143,43.72727272727273,14.988181818181818
FRCH,2020-06-12T04:30:00Z,441.08475777701824,2020-06-11T08:00:00Z,45.89090909090909,34.40571428571428,43.7,13.734545454545454
FRCH,2020-06-12T04:45:00Z,440.3465370318736,2020-06-11T08:00:00Z,45.872727272727275,34.409285714285716,43.690909090909095,13.917272727272728
FRCH,2020-06-12T05:00:00Z,441.64539173636877,2020-06-11T08:00:00Z,45.79545454545455,34.364285714285714,43.67272727272727,14.639090909090909
FRCH,2020-06-12T05:15:00Z,441.6732653382787,2020-06-11T08:00:00Z,45.82181818181818,34.325714285714284,43.67272727272727,14.623636363636363
FRCH,2020-06-12T05:30:00Z,441.2902181647514,2020-06-11T08:00:00Z,45.88363636363636,34.309285714285714,43.7,14.824545454545454
FRCH,2020-06-12T05:45:00Z,442.7945332569652,2020-06-11T08:00:00Z,46.00272727272727,34.292142857142856,43.7,13.357272727272727
FRCH,2020-06-12T06:00:00Z,444.50430873689766,2020-06-11T08:00:00Z,45.95636363636363,34.24142857142857,43.690909090909095,14.898181818181818
FRCH,2020-06-12T06:15:00Z,443.5606276040198,2020-06-11T08:00:00Z,45.98,34.287142857142854,43.68181818181819,14.816363636363636
FRCH,2020-06-12T06:30:00Z,444.6818955226918,2020-06-11T08:00:00Z,45.903636363636366,34.27571428571429,43.690909090909095,14.55
FRCH,2020-06-12T06:45:00Z,446.7468445742561,2020-06-11T08:00:00Z,45.92727272727273,34.260714285714286,43.67272727272727,17.244545454545456
FRCH,2020-06-12T07:00:00Z,446.1862106149201,2020-06-11T08:00:00Z,45.81545454545454,34.245000000000005,43.68181818181819,15.036363636363635
FRCH,2020-06-12T07:15:00Z,449.57788797287503,2020-06-11T08:00:00Z,45.97090909090909,34.255714285714284,43.68181818181819,15.025454545454545
FRCH,2020-06-12T07:30:00Z,446.77471817616606,2020-06-11T08:00:00Z,45.85636363636364,34.255714285714284,43.690909090909095,14.908181818181818
FRCH,2020-06-12T07:45:00Z,445.6255766555696,2020-06-11T08:00:00Z,45.89363636363636,34.25785714285714,43.70909090909091,15.233636363636363
FRCH,2020-06-12T08:00:00Z,448.6342068399972,2020-06-12T08:00:00Z,45.99545454545454,34.238571428571426,43.736363636363635,15.611818181818181
FRCH,2020-06-12T08:15:00Z,446.0086238290969,2020-06-12T08:00:00Z,45.9,34.23142857142857,43.71818181818182,15.218181818181819
FRCH,2020-06-12T08:30:00Z,446.7468445742561,2020-06-12T08:00:00Z,45.84909090909091,34.22357142857143,43.71818181818182,14.822727272727272
FRCH,2020-06-12T08:45:00Z,444.6818955226918,2020-06-12T08:00:00Z,45.93363636363636,34.22857142857143,43.71818181818182,14.579090909090908
FRCH,2020-06-12T09:00:00Z,443.3551672163012,2020-06-12T08:00:00Z,45.942727272727275,34.185,43.7,16.188181818181818
FRCH,2020-06-12T09:15:00Z,443.3551672163012,2020-06-12T08:00:00Z,45.92363636363636,34.20928571428571,43.736363636363635,15.270909090909091
FRCH,2020-06-12T09:30:00Z,442.02843890989607,2020-06-12T08:00:00Z,45.972727272727276,34.18928571428572,43.71818181818182,15.755454545454546
FRCH,2020-06-12T09:45:00Z,441.46780495054554,2020-06-12T08:00:00Z,45.98909090909091,34.215714285714284,43.72727272727273,14.94909090909091
FRCH,2020-06-12T10:00:00Z,440.52412381768227,2020-06-12T08:00:00Z,46.00636363636364,34.18928571428572,43.72727272727273,15.003636363636364
FRCH,2020-06-12T10:15:00Z,439.9634898583463,2020-06-12T08:00:00Z,45.95818181818182,34.17642857142857,43.70909090909091,16.873636363636365
FRCH,2020-06-12T10:30:00Z,439.01980872546847,2020-06-12T08:00:00Z,45.97,34.200714285714284,43.71818181818182,16.374545454545455
FRCH,2020-06-12T10:45:00Z,438.81434833774983,2020-06-12T08:00:00Z,46.010909090909095,34.223571428571425,43.7,16.376363636363635
FRCH,2020-06-12T11:00:00Z,439.19739551127714,2020-06-12T08:00:00Z,46.07545454545455,34.255,43.67272727272727,15.431818181818182
FRCH,2020-06-12T11:15:00Z,440.3465370318736,2020-06-12T08:00:00Z,46.04363636363637,34.25857142857143,43.68181818181819,16.082727272727272
FRCH,2020-06-12T11:30:00Z,439.40285589899577,2020-06-12T08:00:00Z,46.1,34.24214285714286,43.67272727272727,15.396363636363636
FRCH,2020-06-12T11:45:00Z,439.580442684819,2020-06-12T08:00:00Z,46.13454545454545,34.230714285714285,43.67272727272727,36.66909090909091
FRCH,2020-06-12T12:00:00Z,439.19739551127714,2020-06-12T08:00:00Z,46.155454545454546,34.21928571428572,43.663636363636364,15.51909090909091
FRCH,2020-06-12T12:15:00Z,441.08475777701824,2020-06-12T08:00:00Z,46.197272727272725,34.222142857142856,43.663636363636364,16.073636363636364
FRCH,2020-06-12T12:30:00Z,439.9634898583463,2020-06-12T08:00:00Z,46.25090909090909,34.212857142857146,43.663636363636364,18.42818181818182
FRCH,2020-06-12T12:45:00Z,440.52412381768227,2020-06-12T08:00:00Z,46.306363636363635,34.215,43.663636363636364,15.553636363636365
FRCH,2020-06-12T13:00:00Z,437.3100332455506,2020-06-12T08:00:00Z,46.342727272727274,34.24071428571428,43.67272727272727,15.192727272727273
FRCH,2020-06-12T13:15:00Z,436.9548596739187,2020-06-12T08:00:00Z,46.32363636363636,34.237857142857145,43.654545454545456,13.746363636363636
FRCH,2020-06-12T13:30:00Z,436.54393889848143,2020-06-12T08:00:00Z,46.405454545454546,34.21357142857143,43.64545454545455,17.561818181818182
FRCH,2020-06-12T13:45:00Z,435.21721059206175,2020-06-12T08:00:00Z,46.405454545454546,34.222142857142856,43.64545454545455,14.704545454545455
FRCH,2020-06-12T14:00:00Z,434.12381627529976,2020-06-12T08:00:00Z,46.48,34.214999999999996,43.64545454545455,15.225454545454546
FRCH,2020-06-12T14:15:00Z,433.5353087140393,2020-06-12T08:00:00Z,46.57090909090909,34.215714285714284,43.63636363636364,15.243636363636364
FRCH,2020-06-12T14:30:00Z,431.6479464483127,2020-06-12T08:00:00Z,46.481818181818184,34.24142857142857,43.63636363636364,14.162727272727272
FRCH,2020-06-12T14:45:00Z,430.34909174381755,2020-06-12T08:00:00Z,46.50818181818182,34.25142857142857,43.57272727272727,14.996363636363636
FRCH,2020-06-12T15:00:00Z,431.47035966250405,2020-06-12T08:00:00Z,46.50545454545455,34.287142857142854,43.57272727272727,14.9
FRCH,2020-06-12T15:15:00Z,430.1436313560989,2020-06-12T08:00:00Z,46.589090909090906,34.26857142857143,43.56363636363636,15.522727272727273
FRCH,2020-06-12T15:30:00Z,429.4054106109397,2020-06-12T08:00:00Z,46.67272727272727,34.267857142857146,43.54545454545455,14.638181818181819
FRCH,2020-06-12T15:45:00Z,429.1999502232211,2020-06-12T08:00:00Z,46.68636363636364,34.24785714285714,43.54545454545455,14.802727272727273
FRCH,2020-06-12T16:00:00Z,427.5180483452132,2020-06-12T08:00:00Z,46.67636363636364,34.26642857142857,43.554545454545455,14.622727272727273
FRCH,2020-06-12T16:15:00Z,425.63068607947207,2020-06-12T08:00:00Z,46.71,34.30571428571429,43.554545454545455,14.405454545454546
FRCH,2020-06-12T16:30:00Z,426.54649361041083,2020-06-12T08:00:00Z,46.82363636363637,34.28857142857143,43.56363636363636,15.427272727272728
FRCH,2020-06-12T16:45:00Z,424.8645917324029,2020-06-12T08:00:00Z,46.662727272727274,34.31428571428572,43.54545454545455,15.597272727272728
FRCH,2020-06-12T17:00:00Z,424.09849738533376,2020-06-12T08:00:00Z,46.660909090909094,34.325714285714284,43.54545454545455,16.065454545454546
FRCH,2020-06-12T17:15:00Z,424.48154455886106,2020-06-12T08:00:00Z,46.49909090909091,34.32357142857143,43.554545454545455,14.215454545454545
FRCH,2020-06-12T17:30:00Z,425.0421785182116,2020-06-12T08:00:00Z,46.54727272727273,34.33642857142857,43.554545454545455,13.586363636363636
FRCH,2020-06-12T17:45:00Z,422.7996426808386,2020-06-12T08:00:00Z,46.60363636363636,34.34571428571429,43.56363636363636,14.17090909090909
FRCH,2020-06-12T18:00:00Z,421.29532758863934,2020-06-12T08:00:00Z,46.53818181818182,34.35214285714286,43.56363636363636,14.328181818181818
FRCH,2020-06-12T18:15:00Z,421.47291437443346,2020-06-12T08:00:00Z,46.53636363636364,34.371428571428574,43.56363636363636,15.950909090909091
FRCH,2020-06-12T18:30:00Z,419.7631388945156,2020-06-12T08:00:00Z,46.513636363636365,34.370714285714286,43.57272727272727,14.704545454545455
FRCH,2020-06-12T18:45:00Z,419.9685992822342,2020-06-12T08:00:00Z,46.40909090909091,34.379285714285714,43.57272727272727,13.394545454545455
FRCH,2020-06-12T19:00:00Z,417.8757766287599,2020-06-12T08:00:00Z,46.39272727272727,34.39785714285714,43.57272727272727,14.01
FRCH,2020-06-12T19:15:00Z,416.95996909782116,2020-06-12T08:00:00Z,46.39545454545455,34.410714285714285,43.59090909090909,13.045454545454545
FRCH,2020-06-12T19:30:00Z,418.9970445474464,2020-06-12T08:00:00Z,45.73909090909091,34.40071428571429,43.57272727272727,15.19818181818182
FRCH,2020-06-12T19:45:00Z,416.193874750752,2020-06-12T08:00:00Z,44.877272727272725,34.41357142857143,43.49090909090909,20.598181818181818
FRCH,2020-06-12T20:00:00Z,414.1289256991877,2020-06-12T08:00:00Z,45.02909090909091,34.42857142857143,43.52727272727273,19.505454545454544
FRCH,2020-06-12T20:15:00Z,414.8671464443469,2020-06-12T08:00:00Z,45.17818181818182,34.441428571428574,43.52727272727273,17.29
FRCH,2020-06-12T20:30:00Z,412.9797841785912,2020-06-12T08:00:00Z,45.16818181818182,34.465,43.554545454545455,15.059090909090909
FRCH,2020-06-12T20:45:00Z,412.3912766173453,2020-06-12T08:00:00Z,45.080909090909095,34.47571428571428,43.57272727272727,14.74909090909091
FRCH,2020-06-12T21:00:00Z,413.54041813794174,2020-06-12T08:00:00Z,44.905454545454546,34.465714285714284,43.57272727272727,16.465454545454545
FRCH,2020-06-12T21:15:00Z,411.2700086986588,2020-06-12T08:00:00Z,44.913636363636364,34.25785714285714,43.6,13.555454545454545
FRCH,2020-06-12T21:30:00Z,413.15737096441444,2020-06-12T08:00:00Z,44.84909090909091,34.442142857142855,43.60909090909091,15.377272727272727
FRCH,2020-06-12T21:45:00Z,413.36283135213307,2020-06-12T08:00:00Z,44.77363636363636,34.49857142857143,43.62727272727273,26.914545454545454
FRCH,2020-06-12T22:00:00Z,414.6895596585382,2020-06-12T08:00:00Z,44.69090909090909,34.44857142857143,43.63636363636364,14.56
FRCH,2020-06-12T22:15:00Z,419.1746313332551,2020-06-12T08:00:00Z,44.60727272727273,34.49214285714286,43.64545454545455,13.74909090909091
FRCH,2020-06-12T22:30:00Z,418.2588238023018,2020-06-12T08:00:00Z,44.56363636363636,34.462857142857146,43.654545454545456,15.203636363636363
FRCH,2020-06-12T22:45:00Z,416.3714615365607,2020-06-12T08:00:00Z,44.551818181818184,34.43928571428572,43.663636363636364,14.309090909090909
FRCH,2020-06-12T23:00:00Z,417.8757766287599,2020-06-12T08:00:00Z,44.54272727272727,34.472142857142856,43.67272727272727,14.274545454545455
FRCH,2020-06-12T23:15:00Z,413.54041813794174,2020-06-12T08:00:00Z,44.45363636363636,34.46857142857143,43.67272727272727,13.913636363636364
FRCH,2020-06-12T23:30:00Z,416.3714615365607,2020-06-12T08:00:00Z,44.370909090909095,34.47785714285714,43.663636363636364,13.086363636363636
FRCH,2020-06-12T23:45:00Z,414.4562256689096,2020-06-12T08:00:00Z,44.33090909090909,34.464285714285715,43.654545454545456,12.806363636363637
FRCH,2020-06-13T00:00:00Z,412.03610304572794,2020-06-12T08:00:00Z,44.42545454545454,34.472857142857144,43.64545454545455,14.312727272727273
FRCH,2020-06-13T00:15:00Z,411.68092947412515,2020-06-12T08:00:00Z,44.27363636363636,34.48642857142857,43.64545454545455,13.287272727272727
FRCH,2020-06-13T00:30:00Z,413.15737096441444,2020-06-12T08:00:00Z,44.30181818181818,34.485,43.63636363636364,14.052727272727273
FRCH,2020-06-13T00:45:00Z,412.5967370050639,2020-06-12T08:00:00Z,44.342727272727274,34.46785714285714,43.63636363636364,13.36909090909091
FRCH,2020-06-13T01:00:00Z,410.8869615251315,2020-06-12T08:00:00Z,44.198181818181816,34.47714285714286,43.60909090909091,13.612727272727273
FRCH,2020-06-13T01:15:00Z,408.26137851424573,2020-06-12T08:00:00Z,44.22090909090909,34.43857142857143,43.63636363636364,13.294545454545455
FRCH,2020-06-13T01:30:00Z,409.38264643293223,2020-06-12T08:00:00Z,44.07181818181818,34.42285714285714,43.62727272727273,13.73090909090909
FRCH,2020-06-13T01:45:00Z,409.76569360645954,2020-06-12T08:00:00Z,44.13363636363636,34.433571428571426,43.62727272727273,13.436363636363636
FRCH,2020-06-13T02:00:00Z,408.6165520858631,2020-06-12T08:00:00Z,44.07363636363637,34.43071428571429,43.63636363636364,14.48909090909091
FRCH,2020-06-13T02:15:00Z,408.05591812651255,2020-06-12T08:00:00Z,44.06454545454545,34.42214285714286,43.60909090909091,13.709090909090909
FRCH,2020-06-13T02:30:00Z,407.7007445548952,2020-06-12T08:00:00Z,44.05909090909091,34.395714285714284,43.61818181818182,12.602727272727273
FRCH,2020-06-13T02:45:00Z,407.3176973813679,2020-06-12T08:00:00Z,44.03727272727273,34.385,43.581818181818186,13.25
FRCH,2020-06-13T03:00:00Z,407.87833134071843,2020-06-12T08:00:00Z,44.10090909090909,34.38428571428572,43.57272727272727,13.004545454545454
FRCH,2020-06-13T03:15:00Z,409.205059647109,2020-06-12T08:00:00Z,44.128181818181815,34.379285714285714,43.57272727272727,13.74909090909091
FRCH,2020-06-13T03:30:00Z,407.87833134071843,2020-06-12T08:00:00Z,44.18181818181818,34.35785714285714,43.56363636363636,13.737272727272726
FRCH,2020-06-13T03:45:00Z,407.4952841671766,2020-06-12T08:00:00Z,44.08909090909091,34.36642857142857,43.57272727272727,13.374545454545455
FRCH,2020-06-13T04:00:00Z,405.8133822891541,2020-06-12T08:00:00Z,44.20090909090909,34.332857142857144,43.57272727272727,12.976363636363637
FRCH,2020-06-13T04:15:00Z,408.05591812651255,2020-06-12T08:00:00Z,44.11,34.34642857142857,43.57272727272727,13.530909090909091
FRCH,2020-06-13T04:30:00Z,405.25274832981813,2020-06-12T08:00:00Z,44.06090909090909,34.31928571428571,43.581818181818186,13.19909090909091
FRCH,2020-06-13T04:45:00Z,402.7768785028311,2020-06-12T08:00:00Z,44.06454545454545,34.29142857142857,43.581818181818186,13.116363636363637
FRCH,2020-06-13T05:00:00Z,404.1036068092362,2020-06-12T08:00:00Z,44.11272727272728,34.30642857142857,43.57272727272727,13.771818181818182
FRCH,2020-06-13T05:15:00Z,401.2725634106173,2020-06-12T08:00:00Z,44.14181818181818,34.30357142857143,43.57272727272727,13.184545454545454
FRCH,2020-06-13T05:30:00Z,401.09497662479407,2020-06-12T08:00:00Z,44.092727272727274,34.29,43.56363636363636,13.503636363636364
FRCH,2020-06-13T05:45:00Z,397.4978388791351,2020-06-12T08:00:00Z,44.081818181818186,34.270714285714284,43.554545454545455,13.44818181818182
FRCH,2020-06-13T06:00:00Z,399.9458351041976,2020-06-12T08:00:00Z,43.71272727272727,34.26571428571429,43.518181818181816,14.91909090909091
FRCH,2020-06-13T06:15:00Z,399.9458351041976,2020-06-12T08:00:00Z,43.78090909090909,34.270714285714284,43.52727272727273,14.974545454545455
FRCH,2020-06-13T06:30:00Z,398.82456718552567,2020-06-12T08:00:00Z,43.79727272727273,34.221428571428575,43.53636363636364,13.735454545454546
FRCH,2020-06-13T06:45:00Z,400.50646906354814,2020-06-12T08:00:00Z,43.86909090909091,34.25142857142857,43.554545454545455,14.873636363636363
FRCH,2020-06-13T07:00:00Z,398.44152001199836,2020-06-12T08:00:00Z,44.00181818181818,34.261428571428574,43.56363636363636,15.224545454545455
FRCH,2020-06-13T07:15:00Z,397.11479170559323,2020-06-12T08:00:00Z,43.98,34.26357142857143,43.56363636363636,13.867272727272727
FRCH,2020-06-13T07:30:00Z,395.4328898275562,2020-06-12T08:00:00Z,43.949090909090906,34.267857142857146,43.56363636363636,14.251818181818182
FRCH,2020-06-13T07:45:00Z,394.10616152116563,2020-06-12T08:00:00Z,43.95636363636363,34.21142857142857,43.57272727272727,14.895454545454545
FRCH,2020-06-13T08:00:00Z,394.4892086947075,2020-06-13T08:00:00Z,43.942727272727275,34.22,43.581818181818186,15.938181818181818
FRCH,2020-06-13T08:15:00Z,393.340067174111,2020-06-13T08:00:00Z,43.914545454545454,34.18928571428572,43.6,15.451818181818181
FRCH,2020-06-13T08:30:00Z,392.7794332147605,2020-06-13T08:00:00Z,43.92545454545454,34.200714285714284,43.581818181818186,14.717272727272727
FRCH,2020-06-13T08:45:00Z,390.8920709490194,2020-06-13T08:00:00Z,43.95545454545454,34.152142857142856,43.6,14.973636363636365
FRCH,2020-06-13T09:00:00Z,390.8920709490194,2020-06-13T08:00:00Z,44.00090909090909,34.14857142857143,43.61818181818182,20.447272727272725
FRCH,2020-06-13T09:15:00Z,389.94838981614157,2020-06-13T08:00:00Z,43.96909090909091,34.159285714285716,43.61818181818182,14.27
FRCH,2020-06-13T09:30:00Z,390.12597660195024,2020-06-13T08:00:00Z,44.094545454545454,34.137142857142855,43.64545454545455,13.964545454545455
FRCH,2020-06-13T09:45:00Z,389.94838981614157,2020-06-13T08:00:00Z,44.11363636363637,34.142857142857146,43.654545454545456,15.31090909090909
FRCH,2020-06-13T10:00:00Z,391.06965773482807,2020-06-13T08:00:00Z,44.10181818181818,34.12,43.64545454545455,13.327272727272728
FRCH,2020-06-13T10:15:00Z,389.56534264261427,2020-06-13T08:00:00Z,44.094545454545454,34.12,43.64545454545455,14.526363636363637
FRCH,2020-06-13T10:30:00Z,387.11734641755174,2020-06-13T08:00:00Z,44.084545454545456,34.114285714285714,43.63636363636364,14.237272727272726
FRCH,2020-06-13T10:45:00Z,385.79061811113206,2020-06-13T08:00:00Z,44.04,34.11571428571429,43.63636363636364,14.281818181818181
FRCH,2020-06-13T11:00:00Z,383.34262188604043,2020-06-13T08:00:00Z,44.08181818181818,34.12571428571429,43.62727272727273,14.955454545454545
FRCH,2020-06-13T11:15:00Z,382.95957471251313,2020-06-13T08:00:00Z,44.08090909090909,34.13214285714286,43.57272727272727,14.271818181818182
FRCH,2020-06-13T11:30:00Z,382.01589357964986,2020-06-13T08:00:00Z,44.13363636363636,34.142857142857146,43.57272727272727,13.72
FRCH,2020-06-13T11:45:00Z,383.1371614983218,2020-06-13T08:00:00Z,44.19090909090909,34.145714285714284,43.581818181818186,15.582727272727272
FRCH,2020-06-13T12:00:00Z,381.4552596203139,2020-06-13T08:00:00Z,44.160909090909094,34.14785714285714,43.59090909090909,14.469090909090909
FRCH,2020-06-13T12:15:00Z,380.1285313138942,2020-06-13T08:00:00Z,44.15,34.15571428571428,43.59090909090909,15.056363636363637
FRCH,2020-06-13T12:30:00Z,377.8859954765503,2020-06-13T08:00:00Z,44.22818181818182,34.18714285714286,43.581818181818186,15.228181818181818
FRCH,2020-06-13T12:45:00Z,377.85812187461124,2020-06-13T08:00:00Z,44.22727272727273,34.15642857142857,43.581818181818186,16.97909090909091
FRCH,2020-06-13T13:00:00Z,374.2888577308622,2020-06-13T08:00:00Z,44.36818181818182,34.16857142857143,43.6,15.5
